,Time (min),nonCore12AvgTot107,nonCore34AvgTot107,nonCore12AvgTot107.1,nonCore34AvgTot107.1,nonCore12AvgTot107.2,nonCore34AvgTot107.2,nonCore12AvgTot107.3,nonCore12AvgTot107.4,nonCore34AvgTot107.3,nonCore12AvgTot107.5,nonCore12AvgTot107.6,nonCore34AvgTot107.4,nonCore34AvgTot107.5,nonCore12AvgTot107.7,nonCore34AvgTot107.6
27,17.0,0.69901949666951,0.9194271918147658,0.8317856358530111,0.8956850227490889,1.5598078166963174,0.9012176487689366,0.9051673053120602,0.7480653169563884,1.0241019288035376,0.694137915932191,0.6891876839931456,0.7619754226026618,0.7484737823660461,0.5348123626507885,0.7907743436208363
28,17.5,0.743902352778245,0.7152156526664019,0.8394706506331757,0.9624952131370631,1.2228585157437002,0.879578504312592,0.7850418433701358,0.6334865733583511,1.0117543877951558,0.7309331164958913,0.8913867754175202,0.698826312319403,0.8228695212859826,0.8096932815421133,0.9281695263116246
29,18.0,0.7398426365009084,0.8042151767837036,0.8818065017015093,0.9800512221246297,1.1013478654937987,0.8443790907395983,0.8492138336367675,0.7601085489742817,0.8745752106229605,0.844369853451328,0.7617720956006485,0.7216218290579862,0.816865310607853,0.9894552466934923,0.8189462579446569
30,18.5,0.9287110546012649,0.917198009218731,0.7977745841747769,0.8858265836473761,1.1687411990030776,0.9099396036741482,0.8997408002138603,0.6849835670842824,0.869630862143703,0.5496569637459142,0.619237704907091,0.6037252664066904,0.7703826180735837,0.4829854394666666,0.7669216142501032
31,19.0,0.8574234218192048,0.6960990745898715,0.783796707686265,0.8494905039590407,1.2647920183020083,0.9414033109294944,0.842709650155938,0.5085960664869212,1.0051244192598914,0.6685065720122612,0.7533453590698845,0.5471447836951063,0.9512035597493544,0.7205330478114192,0.785697440452692
32,19.5,0.854669393034735,0.6556247579866845,0.7823743943982144,0.8254227835918613,0.9590399490451734,0.7022280401092351,0.7481679223106789,0.6953136917796502,0.990092209342485,0.5514699845008738,0.7965687368427067,0.6156224464976694,0.8111512549660402,0.5705565299718861,0.8533521338454658
33,20.0,0.8223689830236507,0.7526701867139539,0.7861260396390023,0.8020199240493312,1.2077357324643037,0.9127721035318178,0.6683705688084345,0.6523504686749126,0.978380319805713,0.4960788471134605,0.7847955452816954,0.7026000434861336,0.6909586214691684,0.73469192357228,0.6094248381379126
34,20.5,0.8006802712372602,0.6241497122643538,0.7839976403258488,0.8376267800759726,0.9210948217152459,0.7507005145296702,0.770836630681067,0.5155779678211707,0.9483419559431857,0.5179877708557308,0.7576469291917739,0.6600331181747393,0.7735180969289792,0.7213240591774923,0.6904773716698852
35,21.0,0.700518276664712,0.748954261425388,0.8197955963335642,0.7668782949950793,1.2301491302567547,0.9090934231538144,0.7121530996525104,0.47718951176824537,0.987026651491854,0.5627943218037543,0.7499686289983376,0.8419832404535205,0.9007889101511087,0.825851511746142,0.7363021944205674
36,21.5,0.8200564306192959,0.9573848540228443,0.762335671981757,0.8117409308764102,0.9671485616619282,0.8444969771715172,0.7729264718903667,0.5044753952457679,0.9757579699807793,0.6645011724138805,0.7378257964636176,1.0518383132479336,0.9663812457837266,1.0052279916157165,0.7022860200070888
37,22.0,0.8496075979655334,0.734244622560589,0.867876986263006,0.7840129145443242,1.1748966094937887,0.7787574872944077,0.6845374672843588,0.5283602500053681,0.9797605721037121,0.5757446820782632,0.6901999483312027,0.6195315857332803,0.800608956033153,0.7413546261182755,0.7047379994661702
38,22.5,0.8107827087668564,0.777086571618632,0.7690148131337762,0.8351058787058481,1.2564155472849126,0.8615798865066002,0.7595433554582993,0.5967749940817616,1.065729542521375,0.6521310648854128,0.7981387696347035,0.6654142542889049,0.7520941352343502,0.7888457447674907,0.7314965883815372
39,23.0,0.9851984034096506,0.9042390128763724,0.7833798006464308,0.957199686348284,0.9902676527069625,0.7595260827743512,0.8278331140958503,0.6513652393221833,0.9416786582614961,0.4810085373252045,0.6544911171631936,0.6369962672034457,0.852291480435517,0.8535989017129522,0.729248580613423
40,23.5,0.8972311182237225,0.9489879648084331,0.9217947712060631,0.8846998519532561,1.5198277479985167,0.6392238212868115,0.5972425635690828,0.5298259924916909,0.939162429484273,0.4564746873263573,0.6001723008654554,0.7613804174598631,0.8667350438223212,0.6636821141711126,0.7542131111864987
41,24.0,0.8677154501792648,0.8080064470338039,0.7893549404685529,0.814952231242515,1.0885713620076056,0.7083678504508821,0.7635417506869296,0.6595247353079756,1.0272068942092707,0.5982213916202151,0.6148483594060522,0.7905439292588013,0.9980097159284587,0.852938216522021,0.7889578259782655
42,24.5,0.9939879093757974,0.9143089827563949,0.8589039436668912,0.8406849869524675,1.32430226466628,0.7249607912975587,0.6983500598236312,0.7527381273077265,1.0752103807593403,0.4811237020772824,0.7267887071715078,0.7541151726061726,0.9105509671721397,0.7429559876420662,0.753464906934509
43,25.0,0.8198968912881683,0.962942117091132,0.7558157976615466,0.7581934715173522,1.3424653267486009,0.8582713143724298,0.8937207281707072,0.6834217867536654,0.9613875376505964,0.46082734172701917,0.6773962714172629,0.7640168766333675,0.8306175803823551,0.6304880531341646,0.7418844337139526
44,25.5,0.8165235887147375,1.026402741536786,0.8842418658898868,0.9600725704315904,1.4596268772049894,0.7020572527999331,0.786597123923844,0.6381601347449471,1.0243416418849882,0.48752360212769064,0.7333098731469231,0.7729178537211729,0.8304355179925514,0.6893818190095785,0.8664822608930453
45,26.0,0.86762739924289,0.7144949404509351,0.7625085432095741,0.8894837789375032,1.501651027762669,0.867541669893539,1.1117254625761648,0.7368388020328207,1.0443416133852044,0.532449313354426,0.6789931548695369,0.8079279972824711,0.9732206018663169,0.6115161821627049,0.7204059728677338
46,26.5,0.8708086465633572,0.5882249622286254,0.878086765681547,0.9390923157886508,1.2642466182725762,0.8863196520621495,1.1196510146268739,0.7300236543970098,0.9831768346436875,0.6144239527312121,0.7413741693624271,0.8512073185780089,1.0133324012270344,0.6461375363933082,0.7664243473745888
47,27.0,0.9356808758528598,0.8116230307641442,0.8530616448089919,0.9043931822445709,1.4576931861969227,0.78593114676187,0.8688247813085451,0.8036364206396697,1.0203114873573234,0.689809174114045,0.7904020846432225,0.7245065226982709,0.8619645323203072,0.7409798104227805,0.7400683169826894
48,27.5,0.831150358188945,0.8173344242812497,0.7896899859301914,0.9221998348030771,1.3950167576831565,0.9348758506961207,0.9189452774455396,0.6177297175080083,1.0947950982504293,0.5294344430857356,0.7245900106740673,0.7563374602523539,0.9447648101546583,0.8535003584548929,0.8669704301501359
49,28.0,0.9319876996509306,0.7405495141009698,0.8682419034077161,0.9444385920924104,1.252884824322173,0.8596244476232439,0.9259373910407729,0.7840463690759472,0.9917981784078974,0.5294029364077556,0.7450036807210896,0.882584770775248,0.9761755674192513,0.8469350846728012,0.80946523957582
50,28.5,0.8322578543253184,0.8596401196090121,0.8003691175779725,0.8695039860945485,1.506892163711854,0.8395891194766192,0.9217756059363037,0.5275213433029623,0.9314670245115748,0.6576999644580767,0.7827908830413497,0.8582818777120081,1.0436008083052974,0.7956369245758678,0.8889589199467809
51,29.0,0.8868045011446037,0.8615028546302693,0.8087727487617874,0.7528228223556631,1.2910909247062574,0.8677523170825329,0.9195381470104761,0.6693639851710763,0.9642403087892449,0.6610242253504222,0.7746203541725085,0.9627640511253859,0.9470479940217437,0.6678844198226453,0.788302683632664
52,29.5,0.8587451169375259,0.7771904850389997,0.919719845661634,0.9087806185471706,1.3626039640767058,0.8918540077334924,1.0229183005057085,0.5441599665912669,1.0777670491156075,0.5700287729694072,0.7480826152669738,0.8729893864332884,0.9621209894308042,0.9385923856022683,0.7667190127017365
53,30.0,1.019534110943233,0.7293050607622978,0.8751934343894496,0.9006717820973659,1.538474475698803,0.8664446657114442,0.7473985088401066,0.5920358559633832,1.0233564468445147,0.7302791218060991,0.7733610586099622,0.843678160963977,0.793545068946822,0.9088294197421325,0.8712911736761485
54,30.5,1.0967756261351846,0.8527017962288791,0.868415357961114,1.0483095028823497,1.4056766280762076,0.7701990737008992,0.8058990393883466,0.7392506773358212,1.0289862875547504,0.654180776363824,0.941842677878334,0.8376227544890211,0.6731864744518593,0.9061155725541751,1.0027809921133866
55,31.0,1.0955258114617914,0.7805920109278538,0.8027975856364759,0.98184180334034,1.6127758914585717,0.8173918272737016,0.8378397136302688,0.6400665808272181,1.1524479024866563,0.6651607009255309,0.8247161084131954,0.9151844900377831,0.8355131348937178,0.9637135287265601,0.9201654968892332
56,31.5,1.129107019754724,0.8342380854553079,0.9160753576311471,0.9925258000341372,1.325295450977917,0.8388502690193982,0.864399006686389,0.6130393675432633,1.0654951573398828,0.6478322061923,0.779705193395473,0.9911687071871824,0.875297076237475,0.9133697419742508,0.8882587811861328
57,32.0,1.1681798716266343,0.9316170072814144,0.8615684811675909,1.0044270531651032,1.4884019114053377,0.8529875275014547,0.9790664021903751,0.7335365699166492,1.0040407240842504,0.7007598597964831,0.8756405822118067,0.8717560694360196,0.7984745003477277,0.7517396096713956,0.9345990371891454
58,32.5,1.101244794822109,0.9025825598052762,0.7930337200562847,0.9537027000603564,1.293839535068498,0.7574632136846283,0.8210705181109306,0.8662049101668576,0.9857791982800317,0.7907088794812475,0.8326888381775016,0.825696751182475,0.6212066286560189,0.9311320323057112,0.9512324031515718
59,33.0,1.203286499199441,0.8354022208003814,0.8277952794950891,1.0021596295077697,1.4276936546538357,0.8380107892964272,1.0360387962397148,0.7093155524295661,1.1411616775120477,0.6422686070370336,0.7460186763042329,0.7169398015317217,0.9193881989477992,0.9007162344663694,0.8563307214302965
60,33.5,1.2322739154537026,1.012810889805964,0.8492781292184207,1.0992673938189912,1.259119639989608,0.8385739353993537,0.896636869017712,0.7052761392977666,0.9704257844271109,0.6338711694092164,0.8199279986739554,0.750669765470049,0.9643523222634428,0.848914581791158,0.8296204097541932
61,34.0,1.2092787671905079,0.8861571838414012,0.8554956080591934,0.8585817641747713,1.527938911486772,0.8090254026569724,0.9197283278644597,0.5829163136807605,0.8571342004558057,0.6512353150193178,0.8270289823227055,0.8645558273558154,0.8423097739968928,1.0132703292729575,0.9523743691433765
62,34.5,1.1924842104157358,0.8979566030611639,0.9307238302641365,0.9790595913328131,1.4672226001158972,0.7285203308683383,0.9062186613676388,0.7819715492107522,1.0393368622985697,0.6503535104998754,0.8783690060471987,0.7862662914584667,1.0339143790373262,0.9134097543851614,0.8203962717981544
63,35.0,1.1595402544365925,0.8909815043153365,0.9087678379158215,0.9552348690534724,1.4979639969645673,0.9140202145080865,0.8995776216843174,0.832793719664577,0.9483441158490963,0.8473078705348572,0.9504226573850302,1.077725452885447,0.8635310055227449,0.8313388673369662,0.8281459115513586
64,35.5,1.207486942527373,0.7677378775485494,0.8421255263902869,1.0213252377263378,1.4208851349949285,0.9482783457117394,0.9502366967662528,0.8854546843793678,1.0875276942347516,0.8020866595047026,0.9881757294506278,1.0291890811487983,0.867826691901935,0.8182112812267008,0.8976711144115261
65,36.0,1.1879206484477949,1.0606304404036164,0.9363821704641022,1.0610428400147756,1.2536416712866232,0.731126977223879,0.8441428091282904,0.8117194044688377,1.061883253799347,0.8076817337199939,0.8890837478614365,0.9925534799054245,0.8914233767388827,0.9974640786503159,0.8402221189950506
66,36.5,1.2687633777323954,1.158371952037267,0.9361807800885767,0.8703205051657682,1.3857703805696227,0.7967085046019013,0.9702399039436188,0.799916000599416,1.0105162846819769,0.879935870473079,0.9827708571642779,1.0114041519485435,0.8913116824760434,0.9291911204932726,0.8094663784628718
67,37.0,1.177508633610277,1.2511387091190562,0.8897847700874322,0.886496188121957,1.4130689987513347,0.977887973864902,1.0086586713584837,0.7489204867306557,1.0456665838243528,0.9584359958835509,0.9073412805884039,0.9813620025715647,0.8746224001525658,1.0056180176565883,0.7161670819069142
68,37.5,1.2084247989955343,1.3772227588697123,0.90911518294162,0.7649539231005678,1.3081452901999222,0.9485873102721883,0.7932838380867383,0.8544928126840599,1.0598741580444058,1.0425917599968246,0.8643163572878033,0.9862025979708058,0.9674083679249823,0.988384923861991,0.7410647834346369
69,38.0,1.1218580819452377,1.3445510777776646,0.7857077225534076,0.8223019265151112,1.270337859806646,0.9617051496640786,0.7717592176148056,0.9261310565099328,1.0357575987333438,0.9264603863789024,0.929916346016374,0.9801606416661153,1.0162404276432966,1.0468533321115625,0.9730014959870233
70,38.5,1.1678684584009387,1.4639725561774992,0.9077229258254101,0.7587289328607821,1.3932788183735523,1.0441136630866026,0.8564933405906675,0.8692136281599763,1.063749732096866,0.9309567232965732,0.9757579528408911,0.9920699654496442,1.0913996409572193,0.8774024366362533,0.721460242630663
71,39.0,1.0491506769930665,1.2541373439405956,0.9540953021809482,0.8317455046064719,1.2014687318095696,0.9880159227624857,0.8267652597507733,0.8869913423667026,0.9568670109059012,0.9740809461600823,0.8402235055284577,0.9911116018283153,1.0426837270534257,0.8899166809612357,0.8282391983223716
72,39.5,1.1038388640115577,1.051818196391385,0.9035528410766146,0.8456503812508294,1.3504162621749798,0.8658232085705131,0.9115639404585845,0.9218181565114156,0.9077202054989015,0.8268358276377612,0.8808559872768973,0.9045589791153403,0.9810608833111232,0.8595442040918545,0.8034403412967708
73,40.0,0.9375933280575915,1.0921931273800614,0.9316840821231103,0.8726365672746462,1.0408256655514903,0.9932448316187518,0.879789689822522,0.9034073691581105,0.9513311765369598,0.7347125440327232,0.9838233055852454,1.0619567802532102,1.074534520311877,0.8504972153885075,0.8683478018115617
74,40.5,1.0767757620569591,1.015186065002285,0.9140732398482345,0.8051307611655683,1.4370155285441835,0.791482180403502,0.8858237880166064,0.901926492644914,1.1121802671194239,0.9122186353946277,0.9176123216808061,0.9960061775524056,1.0187890585951458,0.8014790039036215,0.9004237639452678
75,41.0,1.022459774346446,0.9382385349713399,0.9238055220595882,0.7909032938625551,1.0677975632021388,0.8852367246676754,0.9213845458263531,0.9152829352533465,1.1149791271495815,0.8734367961798586,0.9492577953969193,1.0542853575579503,1.0632484107391713,0.874055959284131,0.8447959519384967
76,41.5,0.9310593613899113,0.8849910591966391,0.870452578609537,0.8461626798889428,1.2140798155005676,0.9916407806172114,0.9341592636354777,0.8059701032305194,0.9901100071033293,0.9727856950102306,0.8893627222660017,0.9553174007046716,1.0315821620651284,0.8473608493832158,0.8855890323567812
77,42.0,0.9422336971586185,0.950382932877058,0.9191007765356911,0.7531527707795451,1.258251194761229,0.9142544208980421,0.9769761766468452,0.9503454545041096,1.125546658099819,0.9933462300745041,0.8790962204355971,0.8713027499732621,1.0895563684316718,0.8305678197178074,0.7695674957753577
78,42.5,0.9504330727653004,0.933047173924711,0.8965519950853933,0.8809068226387176,1.1967755488916239,1.0506000465267453,0.9149763300359028,0.8844878521982575,0.9420272563979757,0.9591541960579488,0.9067522970808781,0.9686194737051628,0.9208791748469645,0.902766929925593,0.8618818540334539
79,43.0,0.8566030498661279,0.8954810224846218,0.8888367882059217,0.9051563049657212,1.4131986573825415,0.9365205107648658,1.0081735750370535,0.8191165978530289,1.0944771170499137,0.9486408301943625,0.925053034172497,0.9365415301522799,0.954373044474726,0.9193282494483096,0.8068926846497015
80,43.5,0.9069763431168778,1.0821203716952945,0.9286147848679603,0.8920675840459065,1.3589130311013171,0.8627229749059665,0.9554140785931671,1.0240979544210516,0.904776532504211,1.0283579235615543,1.0695264370372255,1.0074201792739748,0.9327261925762655,0.9618418457418738,1.0235742339830085
81,44.0,0.8984244585111434,0.9961980777401228,0.9418599901899328,0.8056817515377015,1.1010140407313165,0.9924833837546833,0.9833256530908867,0.9071130712597769,0.8485548396314364,1.0088576139304959,0.9824274708736711,0.9425203022419191,0.9324425725896904,1.040283506022423,0.9316384638349711
82,44.5,0.8997691419402061,1.2643829226467258,0.8783541395312521,0.8197518221375402,1.006956572729691,0.8195269028972625,0.9497448478884795,0.8346842068817539,1.0697133689881255,1.0600874955351633,1.0897863729514756,0.9888741441768248,0.8755664935547156,0.9081378486266227,0.9622993968536714
83,45.0,0.936725266066925,0.847037682379869,0.9042086945316645,0.856525706039363,1.1084341615867357,0.8993139748535643,0.9294513654863541,0.8320662526493657,1.0281525357734,0.9239109705234224,1.0148378978301285,0.9286169774914584,1.0036151745608761,0.8843209178183441,0.8055636549048893
84,45.5,0.8398047677533834,0.8858013833462829,0.9023539599972217,0.8775335307392582,1.2024994881261089,1.0318744008089948,1.0122030280814625,0.8547229836005238,1.0504918737790176,0.9356612972373906,0.9581325624603555,1.0478176319675498,0.9306925512227906,0.9893624413172538,0.8216582619786633
85,46.0,0.9895259910935221,1.3668492024911056,0.9895916677834657,0.9622545173069073,1.003029445152119,0.9583351376489454,1.0416429258045543,1.0712590613367892,1.1639673745195427,1.0803879004633383,1.0620036733967289,1.1117686387297296,1.0119451663504475,1.0605758981029403,0.9077388517017657
86,46.5,0.8658936829514453,1.1008289933566506,0.9088073041022317,0.9833712869366964,0.9705172264644301,0.8037276806951806,0.9904190001258759,0.9314294101882001,1.012503693760977,0.9839508022992718,1.0495687076246978,1.0266833963333986,0.9993389958278212,1.0057730020347668,0.8828619504019133
87,47.0,0.9447503960358317,0.9574691695455706,0.9667111680305611,1.037264557264723,0.9364124565453406,0.9936740672153523,0.9487974765315449,0.8752382036298761,1.133636070506282,,1.1111366226324497,1.0697546542300171,0.9869095541623588,1.040689859074727,0.7820602719751303
88,47.5,0.8672911686479815,0.7263325497343673,1.0718448898226398,0.9966105758636613,0.8575573876691323,1.067318006003886,0.8365143976821997,0.9167676309051838,1.0701272726453335,,0.9386291915627469,1.0296236678628172,1.0041434129479005,1.093120511375742,0.940908918391718
89,48.0,0.8381824890887662,1.035753640435246,0.973462677522811,1.0180180371448602,0.9593130872745923,1.031891546037953,0.971934574859342,0.8620607751034777,1.0942208637625284,,0.9648399392576985,0.9024125293737119,0.8969280409090209,1.1714256074922846,0.8423064492372588
90,48.5,0.9094326400583023,1.001469449822862,0.9470383038137095,0.944451941210743,1.0414851941054264,1.137522310970826,0.9775165836940551,0.8874103874960768,1.0720165467734684,,1.0467770462053982,0.9668616258817896,0.9632670447794739,1.0626144902919805,0.9751163800211647
91,49.0,0.9043092885677734,0.909096279611692,0.9562681015063575,0.9764766483535526,1.0213123144260363,1.0967642156000288,0.9947940404265602,0.8990115450584605,0.9492913741585471,,1.0555512575581032,0.9907105993329894,0.9407601657262707,1.0983237033850666,0.9233952367709121
92,49.5,0.866829973039228,1.0391793207779212,1.0236832319783729,0.9755501787572615,1.0523783863900205,1.121037144822172,1.1264055102857455,1.030141493936433,1.015020727349319,,0.9451441903618931,0.9951406256283198,1.0456598128977785,1.052635909703131,0.926405876326478
93,50.0,0.85397517017826,1.2125647871314686,0.9835736895235848,1.049177726718311,0.7888746498530945,1.1992139487092819,1.0409353762182765,0.9534191660213764,0.9759131657100829,,0.9244955356984785,0.9731344353008806,1.0603533145795132,1.1344500349851097,0.9273465276525948
94,50.5,0.9498396875947487,1.066503832022539,0.997689836249128,1.0460823167159357,0.9469581465813924,1.144675531578401,1.0116382813238711,0.9609443347637173,0.8798503161143323,,1.0349354640574229,0.9936064818961738,0.976812177812144,1.1219362857524584,0.9876815935446324
95,51.0,0.9935361325289904,1.0579818606424645,1.01060397158394,1.061795541875861,1.0810542702664627,1.0091016573901876,0.9459026940624802,0.904432048686419,0.9776121510780427,,0.9199169317617095,0.9941233496586614,0.925879987192128,1.2114670085395614,1.0354094348133736
96,51.5,1.0550930246402324,1.040820771859438,1.101889640285431,1.101752581223728,1.1075931965979686,1.1662566736273976,0.9058772041298025,0.9483697648758429,1.0008844885753183,,0.9963859954741038,0.974148710047985,0.9114135976892588,1.29116410408393,1.0214767983101982
97,52.0,0.9692143548862168,0.9675200965086637,0.9447222840804136,0.9846596643937799,0.8278112289362464,1.2039551983028427,1.0298205876483806,1.0284410698697024,1.003757151084482,,0.9431243213140262,0.9509096654486494,1.0454618890893896,1.1216132054889905,0.9889731760685256
