Time	Nup107-Mean	Nup107-STD	Nup93-Mean	Nup93-STD	Nup205-Mean	Nup205-STD	Nup62-Mean	Nup62-STD	SEH1-MEAN	SEH1-STD	Nup188-Mean	Nup188-STD
91	33.14444286	6.436302937	48.59578678	2.331851036	15.24509799	2.351396741	46.32561457	5.236333434	28.8451351	3.200520045	16.82629806	1.587711467
91.5	32.77630768	5.968814076	47.51304084	3.725267345	14.66108546	2.369367725	45.99980625	5.195436229	28.69236784	3.337614981	16.23081269	1.581189671
92	33.1357312	7.84108751	48.0849864	4.00309268	15.61455875	2.358226012	46.28482698	5.552776659	27.8312559	3.069394388	16.25606805	1.064393478
92.5	33.16119689	7.939841326	47.12732456	4.562713814	15.81789486	2.258759986	46.08454073	4.58370931	29.20946486	2.719948348	16.57916028	1.544396818
93	32.66797702	6.164331092	48.01500148	3.739383672	15.2423827	2.783423008	46.81666813	5.734273092	29.39764388	3.025776831	16.77065499	1.393869726
93.5	32.37780065	6.332442146	48.05111827	3.68513396	16.0898261	2.722107237	46.96844217	5.055215598	28.69527728	3.489436811	16.1019232	1.25757861
94	32.11770278	6.957710354	47.28098474	3.148613811	15.67583625	2.746728149	46.48451633	6.332769174	28.92000384	2.123874253	15.8297794	1.3520313
94.5	32.51330961	7.786021134	47.29775802	3.685358758	15.62325616	3.173085255	47.51208376	4.868258277	29.13211575	2.567477099	16.37941672	2.410859984
95	32.62034861	6.082031673	48.51047278	3.417706238	15.64286616	2.082008363	47.28386549	5.006745206	30.09191525	2.95351018	16.97535263	1.600664153
95.5	33.46187071	7.947296871	48.29860162	4.059457292	15.61694626	1.873917184	45.88266135	5.407870065	29.42875077	2.507971541	16.3742335	1.626598976
96	32.97874541	8.58688787	48.42172281	3.780122426	15.24753137	2.407264148	46.39688121	5.564756417	29.35735996	2.874138284	16.28105805	1.055107295
96.5	32.2596742	8.294741233	47.47483833	3.777887357	15.6717794	2.557926626	45.80414543	5.716069359	30.0585845	2.741512669	16.43358443	1.936319365
97	32.77653295	8.559417737	47.58848264	3.540133177	16.09413057	2.635900751	45.26465529	5.633719216	29.42477589	3.324479151	16.26926439	1.636993657
97.5	32.40181963	6.928802419	46.88124736	3.344878384	16.01895668	2.660401147	46.27066468	6.200661101	28.55022566	3.427634011	16.35452681	1.19597602
98	32.5070479	7.948884433	47.86003468	3.49939041	16.21814264	2.824015862	45.35017776	6.151581601	29.18630186	3.815957404	16.45552049	1.727922024
98.5	33.23009014	9.271187926	47.7680838	4.02076613	15.6158074	2.787403367	46.29444783	5.054838652	28.84650429	3.720491391	17.49946576	1.429153306
99	31.35429091	5.689169614	46.95415041	3.71638182	16.11906931	2.683864439	45.8576506	5.930563059	29.87357743	3.545483448	17.22508477	1.515320538
99.5	31.05736916	5.141993701	48.01510039	4.340207851	16.18978097	3.226323679	46.47168418	5.181447673	29.72540382	3.008174545	16.5496954	1.278568465
100	31.36037019	5.436034032	48.34343215	3.937485731	16.6771846	3.128415147	46.15533649	5.770868583	29.18898695	3.857146501	16.42326094	1.218709592
100.5	32.62468533	7.690602973	47.70501122	4.609504174	16.40052595	2.471371976	46.00646542	5.212461433	29.19899749	2.517910186	16.77531977	1.456011203
101	32.89947392	8.547921614	46.27344696	3.682162036	16.51079647	2.233360461	46.64511485	5.045184436	28.75878219	3.927569264	16.7887154	1.032395427
101.5	33.03163756	9.399588629	47.64518309	3.472930728	16.5266898	2.413752794	46.64757452	5.002151498	28.81857594	3.076707071	16.20832255	1.600420407
102	33.48278627	9.002548847	47.26092363	3.419996483	15.82773877	2.439545608	46.31253473	4.972547802	29.59300522	2.982163644	16.47731798	1.570105987
102.5	32.88152308	8.60752111	47.07731968	4.829012549	16.42024627	2.764646212	46.29052689	5.346038785	29.74993851	3.365196827	16.99589936	1.385019528
103	31.84347864	6.231959421	48.13074524	4.194144732	16.00598833	2.40080502	46.35229591	5.752040434	30.03867831	3.79719951	16.60382188	1.544757069
103.5	31.55533448	5.886574999	46.95274453	4.346613995	16.17935827	2.186877533	46.02084671	5.268978318	29.39655145	2.423924919	16.53285393	1.272969937
104	31.30286808	6.700422057	48.46975668	3.615635914	16.06007292	2.288208637	46.89050597	4.761281995	29.28516657	3.092387504	16.69663952	1.095801559
104.5	31.38988577	4.544183182	47.62749937	5.90075357	15.46442024	1.999823085	46.61404513	6.009436286	29.86185317	3.976520996	16.40270479	1.943711836
105	30.97114866	6.558553387	46.60930517	4.432732762	15.94292754	2.01174597	46.8440583	6.16628383	28.18946467	4.063314486	16.72634568	1.634505402
105.5	32.28691682	11.59321896	48.22581716	4.328764882	15.76167036	1.872821977	45.47688656	5.576443496	28.74902747	4.468314717	16.46825799	1.271880025
106	32.06945341	8.607085155	48.88101413	4.492143833	15.51730578	1.872562351	45.37760471	4.23735011	28.51159486	4.601399243	15.97104444	1.782981713
106.5	31.27077227	8.354095736	48.50728388	4.120296687	16.02557335	2.41857814	45.72058564	5.789641616	28.28705245	3.402199383	16.22804426	1.573068488
107	32.27292312	10.64789243	48.69345551	3.753096626	16.28661399	1.735204352	45.06060857	6.376438931	28.71766084	4.472922768	17.05088563	1.626250178
107.5	31.29678241	7.490355239	48.54179209	4.643356375	15.79819316	1.891623897	45.26884894	6.515108223	27.78089151	3.736180014	16.16962453	1.200149663
108	31.38099168	7.236884266	47.93566579	5.353855997	15.66788984	2.369857157	45.90337005	6.841366492	28.71417256	3.488352058	17.23664037	1.523274777
108.5	32.70852165	8.347899347	47.51450331	4.510346796	15.90895196	2.359060801	45.01679275	6.794224539	27.3143747	3.485070801	16.87967024	1.561471388
109	32.04680495	8.997873759	48.192874	4.03840562	15.94556298	2.673239876	44.99504712	5.568437387	27.91400597	4.546855446	15.41090671	1.721517496
109.5	31.93863812	7.151274271	47.81618526	4.79391187	16.06622483	1.62031425	45.86707161	6.850425186	27.949776	3.561182679	16.54487102	1.820575558
110	32.29773761	8.001212696	47.53475996	4.419682642	15.40630063	1.361585652	45.67712565	4.781276062	28.34705988	3.994258474	17.52310991	1.549283694
110.5	31.4650224	8.19329523	47.52156899	5.21642749	15.45786584	2.882813099	45.52592878	6.251720471	28.51814157	4.303543556	16.38369943	1.554604962
111	33.04975822	9.276949647	48.44565982	3.863142736	14.80453561	2.228701502	46.77890417	6.68876808	28.74066304	3.859311093	16.5608651	1.446244577
111.5	31.66049087	8.163020221	48.4092142	5.058509876	14.89799301	2.946991267	46.16714371	6.163374816	29.52194552	4.169151123	15.64103828	1.129156845
112	32.25233509	7.373365411	49.49747794	5.007859226	14.57912229	2.803976107	45.05761305	6.027817966	28.96930854	3.463354777	16.55076305	1.542796211
112.5	32.65657717	8.333531412	48.2163505	4.931084263	15.3529836	1.949234237	44.62508374	6.043693796	28.86624345	3.946910704	16.49307479	1.356917219
113	32.92607602	9.16330414	48.56405722	6.029389107	14.88018646	2.696389806	44.37941801	6.338047157	28.47995673	4.162473319	16.06802761	1.933843707
113.5	31.6786215	7.718556084	48.13233967	6.231401822	15.12379633	2.4477903	45.0256445	6.357871898	28.9321316	3.910857944	15.88563319	1.429467198
114	33.02866513	6.723548098	48.01936154	5.288454157	15.26489637	3.044018232	44.82541558	7.632080132	28.95262014	3.313708734	15.57223948	1.854064919
114.5	31.29382102	5.815863518	47.17747897	5.591316795	14.98741312	3.084461235	45.85853035	7.166096035	28.24340834	3.162449998	16.00173695	1.796202749
115	32.23139207	5.335652095	47.61610509	5.746421088	14.57461591	2.591511309	45.82688245	7.200660477	28.57864764	3.869738629	16.41609045	2.367766092
115.5	31.57180569	4.391616599	48.13946354	5.889375449	15.46170907	3.271031248	45.62985113	7.526285754	28.90876414	3.881226562	17.17288397	1.712566698
116	32.43211586	3.609061131	47.69448437	5.581630541	14.93952108	3.579350002	45.74167698	7.104390532	29.01976645	3.366464184	16.39310724	1.582408718
116.5	31.14140622	4.687936689	46.50545726	5.471680937	15.26846632	2.560770016	46.26610491	7.191837679	29.09550824	4.018992502	16.70282689	1.046890119
117	31.92358832	6.493867182	46.63072709	6.086129284	15.38684868	3.069104026	46.0281288	7.196506838	29.84480733	3.987282661	15.71265495	1.299341681
117.5	30.74621913	5.384743336	47.73203722	5.120734577	15.83843547	2.909617718	47.11567729	8.291680114	29.57544885	2.952114901	16.33438239	1.638582587
118	32.21726278	6.01064934	48.61922123	5.679992264	15.5551696	3.15153776	45.73820529	7.707683332	29.81300093	3.694592232	15.69219855	1.787306258
118.5	32.51498651	9.516699593	48.51279261	4.868507745	15.66626457	3.174067161	45.9779164	6.259535346	29.13574918	3.570516984	16.54175064	1.872831758
119	31.62792366	7.149039889	48.1728497	4.080164198	16.21275297	3.287189843	46.72635394	7.481103607	29.58726046	3.808431376	15.75339923	1.112926969
119.5	31.15107959	4.803257962	47.61615138	4.198350473	15.29231457	2.800724769	46.35489366	6.272909262	30.12648421	4.64022262	16.71896005	2.289360364
120	30.03704591	4.984199067	46.86769657	5.747312585	15.46319574	3.225229615	46.70181003	7.378460743	30.47457827	3.545820271	16.53356508	2.013971692
