,Time (min),nonCore12AvgTot62,nonCore34AvgTot62,nonCore12AvgTot62.1,nonCore34AvgTot62.1,nonCore12AvgTot62.2,nonCore34AvgTot62.2,nonCore12AvgTot62.3,nonCore34AvgTot62.3,nonCore12AvgTot62.4,nonCore34AvgTot62.4,nonCore12AvgTot62.5,nonCore34AvgTot62.5,nonCore12AvgTot62.6,nonCore12AvgTot62.7,nonCore34AvgTot62.6,nonCore12AvgTot62.8,nonCore34AvgTot62.7,nonCore12AvgTot62.9,nonCore12AvgTot62.10,nonCore34AvgTot62.8,nonCore12AvgTot62.11,nonCore34AvgTot62.9
10,8.5,0.4141328970980917,0.492578304636586,0.35724514115130185,0.4967560355649982,0.3522996249088105,0.3725733141850177,0.31734772842330244,0.33170754255993995,0.2410695393173855,0.4314994127437056,0.39582237018560773,0.4791908409095886,0.39849012394380195,0.6429270244820335,0.4347292769906417,0.3763663417677067,0.3751531452664755,0.3330814733717247,0.3228081290843152,0.311022098764908,0.4674977774830742,0.5312120815020082
11,9.0,0.40239525869087667,0.4887449808662924,0.547994151503623,0.4931275074582977,0.4378610882353185,0.361154789490608,0.29614782238191156,0.3883649200876026,0.32021368379588655,0.5994363383391271,0.4626101665165083,0.518526749573626,0.4523254085018545,0.5542410058442877,0.47948303472798126,0.471052901692432,0.3981168756270702,0.32205850498009947,0.3306054575950143,0.2979617281413008,0.4394317174737271,0.5276474451439661
12,9.5,0.44573428834960926,0.5421617676538321,0.43310206119866684,0.39867113642197527,0.33812351646287697,0.30263275408512313,0.3376550437428601,0.4546149721396756,0.40212429538372213,0.6383692879767909,0.5474592841680106,0.5715917489398973,0.45525793738712145,0.5021527915702613,0.5124349393142905,0.5321424492532811,0.41743855624761483,0.4956224236562284,0.3651331013146907,0.4501902485949998,0.5090310436619935,0.5401148141364448
13,10.0,0.49482946928722527,0.6343007541415474,0.3934919584973895,0.515165113407771,0.38800169172531834,0.42179986771867045,0.4239030842438626,0.4012183295488206,0.39922491612743694,0.6603721191717719,0.663344083099908,0.6408437990081121,0.4894657224378783,0.5495282687626858,0.6005937088579728,0.4848229824803527,0.40145689894616354,0.47342403761025614,0.4366003042021481,0.3688522317179764,0.5808023106412624,0.6138352932896927
14,10.5,0.5818715724873567,0.5518492312471314,0.6079013360568118,0.5071320575107101,0.5128541305921038,0.4628581425538251,0.32368098196753015,0.5138469297805198,0.3521925702780661,0.6294129965164694,0.5855804316353677,0.7554572432850171,0.41892647251436466,0.6963341864019743,0.5475408952949645,0.5662869245189158,0.43287409737390914,0.53324316272128,0.34699071466591863,0.5402941608678222,0.5406015045970628,0.6268152620334662
15,11.0,0.6861402750700527,0.5832429448246523,0.5443069048503085,0.4772312070705331,0.5078329152005492,0.5400319513188356,0.3956648933108425,0.5780494954768831,0.35172231982979685,0.7763055785929107,0.7164681222360653,0.705251799448367,0.5219591951710325,0.7918616277092467,0.39880640469216,0.6670589204204972,0.6241367368414079,0.5474034139558822,0.46496242615287353,0.6084519232761475,0.6295613532974482,0.5933148381512218
16,11.5,0.6170385602262096,0.600035124867024,0.7882794688665776,0.6123154590212425,0.48851283738708656,0.5061604727509076,0.4394590475934614,0.6978821232252788,0.3381820780310225,0.7930565592710682,0.7239699690502163,0.7751915920374044,0.62707796102131,0.6801461292313915,0.6553896328657927,0.654347604894067,0.5679181813430062,0.5216723917303778,0.46050096001047824,0.5906264175506019,0.6466874643311936,0.6550213492118169
17,12.0,0.6652735121582044,0.6246994724522094,0.7511581030324872,0.5251789288094127,0.6073659624678862,0.5222187609965874,0.45181324965929387,0.4757575497088864,0.4074427865095675,0.8563209873161103,0.7732985630962476,0.859766202393956,0.5856752418077892,0.8648081488978497,0.6247919533326709,0.6999364492670084,0.607611813904229,0.5655462975371541,0.4607898629092882,,0.796288840128092,0.6924394036118405
18,12.5,0.6220014881821226,0.8753955890332686,0.794622708734434,0.718572062561048,0.5530446954816807,0.5525698425862046,0.48247349699832537,0.6471910267031221,0.4193857619612082,0.7127506848368886,0.7568519924805168,0.9495555226314262,0.5877217735193212,0.8431118714584975,0.5475446510738049,0.7443535289780036,0.6785777934427125,0.6084082357281557,0.6322763095403641,,0.7120136708692528,0.6484358666337452
19,13.0,0.6909252945904253,0.7075240978389566,0.8195942364663943,0.6175941290852764,0.6936864783607662,0.6970174548294433,0.515449981625535,0.6621535081090753,0.4435140797193184,0.8332577672436356,0.6381483307074965,0.944786909233408,0.6662920056056366,1.1073850068542783,0.6507688126116599,0.7915702321657113,0.7181387531458742,0.6611659949959487,0.612288488833023,,0.8012903583571969,0.6196102442287293
20,13.5,0.6357993033918775,0.799798002775933,0.6843135822820818,0.6458746033851491,0.6680591406099488,0.7560301991276116,0.6096270370302066,0.5845517528593552,0.6746984338596796,0.6314501672285605,0.7272450153840976,0.8516524456761003,0.6979531801834978,1.1572276320736163,0.548555674143745,0.9358482631173428,0.6775982453588019,0.65016233806607,0.6408705218218901,,0.866125846288187,0.4830260619881586
21,14.0,0.6801728366799742,0.7291741243352099,0.797342547868006,0.6330092431577742,0.7750982035054945,0.5392114940391894,0.5283048632694529,0.5259534134982924,0.6111903360823581,0.707922721619261,0.7227798714341238,0.9149902006232652,0.7118952546657192,1.1027096361149198,0.7538890586470062,0.8115276697842313,0.7093319789266654,0.6474042773018253,0.5174106875276077,0.5945430706390202,0.8175248818403074,0.6593846875890157
22,14.5,0.5918186201387611,0.6718659240029862,0.8946878228642323,0.6683910958970767,0.645576239848215,0.736837723189606,0.5021883265748649,0.5331766643354369,0.45923068223978475,0.6462428570321099,0.7166753266860955,0.9693316943383296,0.6536495366792335,1.0674053572453523,0.67661732871525,0.7825004109988981,0.7396771881637113,0.6442430300423753,0.5953955460966076,0.5774451436735121,0.7376791196617819,0.8110516618180023
23,15.0,0.6297994370420193,0.8503727227725608,0.8896589851387412,0.6554049902928577,0.7006226380977187,0.8527626073366806,0.696138352559521,0.6331390862706309,0.5764038436371312,0.6781595082259162,0.6367345728870802,1.018850368982109,0.5904277788812375,1.001399468932205,0.6701453516895152,0.6810539581236521,0.7835168678998213,0.6481619764041425,0.4800040592562984,0.7120548754383972,0.8167226013189057,0.7261868771303784
24,15.5,0.670272186035964,0.820625613345161,0.8878981990219937,0.5111579192525071,0.6978859535884059,0.7481088651531025,0.8345407516667153,0.644663381026652,0.6892141494058848,0.740201692935847,0.609479267574767,0.8494922561568387,0.6028900513788664,0.9076564955341982,0.5581572568941017,0.7313910114690496,0.7667649794565108,0.704667181881458,0.5260870330907922,0.6804169636325391,0.7660279222768631,0.5671466599060804
25,16.0,0.8337454803767074,0.8494576607785476,0.8771402912945386,0.49731502910375136,0.7380526572536433,0.8506830559943543,0.8239209205819822,0.6832348920600403,0.7075028723697582,0.7690895744176963,0.8550092098076953,0.9346067271418395,0.6568048508011788,1.1789384090292114,0.6611650377968928,0.6882748663534314,0.8049891159537416,0.8886273520251061,0.53769010926085,0.7062892829549303,0.5885516036930947,0.5435348077222018
26,16.5,0.7603576665228247,0.8901815248580062,0.9038582199030509,0.5538885190016508,0.7823582466479304,0.8130397618422658,0.7709028849969192,0.6854648801738603,0.6980097387540993,0.6453749715597928,0.7180199437809631,1.0333886530477379,0.6243059048939047,1.0786783932034423,0.6609941445555076,0.7173507127660271,0.7691065692125416,0.8309405218412573,0.5776307740923032,0.7737469790965755,0.6355070344266663,0.6834061522134564
27,17.0,0.5937529128384618,0.8623712873923224,0.9516148964068227,0.6408245928368023,0.7859201071324164,0.7341907743718953,0.7943867650766511,0.787502389426005,0.6243776084487547,0.6297708231264575,0.6707311418850818,1.0476358361059193,0.7218556772842457,1.1892429510789813,0.6434373007568587,0.8212282239763364,0.8220206630036845,0.7789931531679662,0.5332842304207595,0.7567768368303246,0.7479873918619324,0.7229599293653217
28,17.5,0.6336056944925003,0.7538178585259167,0.9319098981678265,0.6387390544680093,0.6955070397770542,0.8194828724417413,0.7478928056260712,0.7296169848701012,0.6501059652553578,0.8798415291904946,0.7912758391032849,0.9384467466734435,0.6260944401976163,1.1234681240179223,0.5858246713303792,0.8110409500785793,0.8884624643241679,0.8413818270153378,0.5696224504933105,0.7950845936420725,0.8389238569472434,0.7451746455148401
29,18.0,0.7212087050408064,0.8084720458618854,1.0216393238549182,0.7346927793814436,0.9095403060818033,0.8583804957199979,0.756203172437354,0.8673474849117919,0.6392582016183137,0.9821559969450208,0.733316239208625,0.9870269320706941,0.5917398559826589,1.0871730506042352,0.7449926886951753,0.7303651539074192,0.8777626531548245,0.7678706985268332,0.7290344432319699,0.743556674232735,0.7935476956376716,0.843508965364543
30,18.5,0.7058024126219121,0.784180131620645,0.8979437929157629,0.7848567848196474,0.766177052223076,0.9943501055104709,0.7663562617410772,0.8132532441813914,0.6837000870740239,0.9256577252099188,0.7886772926491733,0.9526319984632313,0.6522462236251458,1.044241194513169,0.7126242844398503,0.823628913688546,0.6876441624929734,0.8434742122599476,0.6202941070089807,0.7311370910190482,0.557525587548322,0.6706070077647672
31,19.0,0.6594973957229636,0.8709416426721549,0.8476246538360006,0.7293341104748727,0.8109897827966888,0.9012677896945247,0.7659569024091554,0.7847095981404564,0.6336653140933542,0.9551493139455528,0.7240265127763629,1.0378973795418258,0.6001987388446944,1.2082471445384593,0.6965858755852756,0.8537172182427321,0.8335063071796616,0.8556297296855442,0.5952291987954996,0.7092384185241413,0.6927975332424104,0.6693151979105467
32,19.5,0.6703047684987475,0.9260579271337733,0.8866822886238863,0.6408098907181397,0.8219093318664091,0.9673924999918979,0.7491039664163842,0.8236520089628926,0.5669378524715399,1.2612364893812176,0.7500802401377342,0.8867746613330677,0.6661995383304699,1.0566180492943136,0.588898519967194,0.7854111881790622,0.6941581997105358,0.7892942458622972,0.7515905434212203,0.7324182785806476,0.6113188400006129,0.7773495052585468
33,20.0,0.5416206872825525,0.6531859130362393,0.9433708221297075,0.7768672550550797,0.7585817298405944,1.0070988100747966,0.7898101426655959,0.6222093699279996,0.5785426009463116,0.921420310297844,0.9762837559651505,0.8450282685237851,0.6077131323283667,1.0353644111989195,0.5899956482349537,0.8032549473611676,0.7763117851282343,0.7491537135652792,0.7612934033928741,0.7827601383103315,0.7596846160808436,0.7532719092198303
34,20.5,0.5520877965842814,0.7715018755915032,0.9866677209958824,0.8158124898996388,0.8446344305251001,0.8716490386515845,0.746259716650874,0.8415817282220778,0.7451016970751431,0.994091197079977,0.8141155818077949,0.9070021494892666,0.706530789715204,0.8813753144160831,0.6711206120190296,0.8712887851575517,0.7690124260413077,0.6814289331308144,0.6635925976744463,0.7685526525088346,0.7019099519566607,0.7026613799770076
35,21.0,0.5859612402652475,0.8600182285130806,0.9507499772224773,0.7813324580462797,0.7867952957838457,0.6990819705485641,0.7475898900727859,0.8310605797050837,0.5337285764639678,0.9440280864601664,0.8582649524062653,0.8290449973703158,0.7765165718621196,1.0533647808963142,0.6588976946394264,0.8181826508123876,0.8044813247951696,0.724562953392679,0.7642671473611828,0.7651146806319615,0.7199157792226757,0.7421670552681877
36,21.5,0.5795631897212417,1.0165865059831227,1.0924080416177662,0.6017714326482809,0.8671242144763668,0.7696276060606135,0.6827456428671017,0.6354884709055745,0.6367278542757695,0.9744727881300269,0.8700782370584645,0.865278603366926,0.7776822037303438,1.0686463425978605,0.6656924602024887,0.8173601026057483,0.7823809851801394,0.862022045415723,0.7346374796903731,0.6661524709596345,0.8085761713835049,0.8536169446955676
37,22.0,0.6155526825426221,0.8649717241245224,0.8852193334373608,0.6203216460444062,0.8057034157661916,0.8110284554188795,0.6856902816533268,0.6983580096897527,0.6303009048278139,0.7714337328937926,0.8164154556567821,0.9205454002486075,0.7241952264071743,1.064458991908465,0.710629362903724,0.8125581982602406,0.7093162929136689,0.7341712610356249,0.61149129967374,0.7466292720638364,0.862911012056374,0.7561366411874293
38,22.5,0.5791127329803547,0.9731453386078074,1.0836381621738975,0.6215213217947121,0.7757887015612702,0.809030215225573,0.6439415847840939,0.6910839797173266,0.654340915059703,0.8416872869781178,0.7548078382015003,0.8866780867613561,0.6522129452940372,1.175841824568354,0.7395137270707753,0.8179757236740786,0.7199676785965683,0.7909693161756519,0.6754901110843431,0.8145565953708799,0.8684887092788034,0.8403869929213549
39,23.0,0.6801443453610155,1.0037142244056885,0.972967256548886,0.6096998190795755,0.850095623003226,0.8286596684581244,0.6895614505254507,0.7732223054399994,0.5867119575355204,0.7281206763744211,0.8133336466052487,0.93656529494447,0.6677411146525637,0.9150152850137474,0.763418463209657,0.7945267664945143,0.8007119116489113,0.7033717601060269,0.7448302912018667,0.8245929868968861,0.8152457885950332,0.8373197647813332
40,23.5,0.5651376167973118,0.8607697038288469,1.039586872732073,0.7513364288818739,0.8776819382275836,0.8832699854464044,0.775658435647491,0.7477302643779242,0.5421022220746559,1.02295409713337,0.7181243077870659,0.8753684244782866,0.6790645847270309,1.0596993789810474,0.5982048572999927,0.8659282618376513,0.651442814901431,0.8194939985940876,0.6603679908588932,0.8191208498473926,0.8629203138676891,0.8336892751245023
41,24.0,0.636762938967807,0.8633759935804076,0.9529142057200293,0.744137744826363,0.9145908676574489,0.7946974153965342,0.7150188978047971,0.6287964408725977,0.7123900043739714,0.9064694219602881,0.7104163157470389,0.9019742274033351,0.711914159961042,1.0431029242981844,0.6386386795341698,0.9289782034485158,0.6442004827282687,0.7469647304626867,0.7167233015794835,0.7645794188522269,0.8103064934740484,0.7865395382386131
42,24.5,0.6246568746691733,0.8658977703532765,1.021730995621627,0.7151910987719343,0.8102074074903644,0.851801448548568,0.6269034973391953,0.5656506856177945,0.7384013355878438,0.9723057972901609,0.732867778853178,0.896711164812356,0.7051848516926437,1.0519817570060834,0.8075037563327966,0.884486378068753,0.7274737287142674,0.7159983840195157,0.7084751918332266,0.7978878107740862,0.7409796073437442,0.8858876922997898
43,25.0,0.574247664380244,0.7396285272563196,0.8674727549774778,0.741148516614807,0.8609003512001189,0.9051517049098101,0.6631880652368233,0.6314265029273506,0.7990420941370413,0.7762475496217385,0.8303884227546456,0.9144055595058219,0.73126188456847,1.0777224174271893,0.726349925370459,0.870392727830663,0.7832582279045818,0.8175223544439543,0.7748875463291071,0.7336658729438886,0.7687467728266221,0.8561222171138656
44,25.5,0.5793794297176655,0.7796957249710472,0.8539175330943437,0.7706506714566403,0.8613868566584382,0.8867630643905945,0.8140632628324189,0.8623694505434434,0.8615313122284279,0.9213879037241053,0.7379425973556629,0.9273829319472798,0.7029058299239455,1.1509272596383076,0.7369041548398533,0.8091007885771568,0.8770269935581628,0.7392946692849046,0.6891273814086172,0.8230812432686359,0.736163447040535,0.9102090477304892
45,26.0,0.6262232326502438,1.004358814978747,0.8635067962906782,0.792079270460945,0.7069265788010956,0.9550671258689387,0.7490986381916137,0.7606790340173541,0.7426134018037939,0.9217722538495509,0.7300721688871773,0.9228444081627397,0.8247353673012443,1.0781398989676092,0.6388042654530537,0.9692640204579592,0.8008295337636445,0.8410861353814767,0.6469175312974301,0.9560911010386965,0.7966950272758648,0.9040501607121549
46,26.5,0.5292780756271678,1.0702539215970703,0.9465354072197487,0.6432223395836939,0.7690750701155824,0.8469386247155435,0.7008874548012288,0.7802782513632992,0.7111620836320176,0.8950065726548537,0.6863410772215516,0.9114345514846781,0.7234269348533097,1.129975205788957,0.7876649744833087,0.8766692286836082,0.6925791556683345,0.7753577060783771,0.6445719681029963,0.8301089519164686,0.8164508131185573,0.849233371272535
47,27.0,0.5930847565232434,0.9340563900854661,0.7910880188318447,0.6691789035305663,0.7959671810869557,0.8120497418118205,0.7055082800213623,0.7256865140921919,0.8071937558634538,1.0148083694347785,0.6942088205657044,0.8665119397380315,0.6967646067981562,1.0706193860516033,0.7051104550256208,0.8459855674176513,0.6917848007656072,0.839181345714074,0.7809465168520324,0.9631693204586497,0.9134074305693193,0.9133287640702139
48,27.5,0.5964349150157099,0.9098016909939183,0.8910871415239137,0.6294176759183898,0.9184589695561326,0.7875472695465533,0.7657727631778299,0.8516040969235165,0.7857370384583541,1.0010345193088244,0.6830642594808384,0.919846368933172,0.8120113623906188,1.0392904979803186,0.8287573032932901,0.9072678365087863,0.7349884419338402,0.7890183735544849,0.6949479326334387,0.7269106892442523,0.8830083395138832,0.9280097673755558
49,28.0,0.6081736225624884,0.9484975563977895,0.8841641114255615,0.7013347691459537,0.9720367806679907,1.0273547638410598,0.827867563226614,0.8896701295841365,0.8250324870128392,1.1404485642214108,0.7468408260128172,0.9564027456004506,0.7549021316207758,1.1230501839654048,0.7597288409743412,0.948626090214464,0.7528851310670251,0.7403709579396056,0.752025959590193,0.921417232222267,0.9243089986410963,0.9865226582011447
50,28.5,0.6215241573408323,0.8535901479667799,0.8908519217871198,0.7630947876337654,0.7977858465210588,1.0028568464409244,0.7121215473022751,0.8158124955105917,0.8778761226753236,0.9233773924406824,0.8355750058417933,0.8484426664813296,0.784348373131964,1.0373510364134146,0.8780297464745817,0.9652466213685976,0.7924987082464949,0.8385135623286182,0.7504671322265608,0.917747770896109,0.9306348606590444,0.9168849954668484
51,29.0,0.6471714164166267,0.9946129974985097,0.7928542477830053,0.6713513057567925,0.9839249662988421,1.0511030937737378,0.7926957047779615,0.7411316700652635,0.8629912278467464,0.8878009631911631,0.771106618150247,0.9228085960724041,0.8132568384867856,1.0680781240524808,0.7268132259328275,0.8988319062311503,0.8532904008908254,0.8670937418545621,0.7613277482699519,0.798329655992893,0.9088769546591706,0.9374248785956729
52,29.5,0.6008887263986813,1.0551132004602874,0.9135138471492075,0.6839825183800723,0.9900602115574995,1.01302685663956,0.8485835700874222,0.7133906553262949,0.7973199228796647,0.9591172823464729,0.8147403450512954,0.8291131365261983,0.812668040922423,1.0271440216087186,0.7320394390986811,0.9815794472067992,0.8023145528337485,0.8969915941490416,0.7612538975312366,0.8534665934961414,0.8180049086437576,0.9509739714552042
53,30.0,0.6669919212024294,0.9637416668554877,0.952783424145647,0.606661031112736,0.8255819359686685,0.9980130542079527,0.7683383323524433,0.796765385131615,0.8534472080853538,0.8658999148772086,0.8286006083959672,0.8506704310669392,0.8922507559921576,1.2117101605273692,0.8254649314645822,0.9182574941211145,0.7672352569739428,0.8822450640887157,0.8502410370409296,0.906193656711792,0.8169118873015843,0.907224407825262
54,30.5,0.636472026733749,1.0396889078495333,0.9085543200143896,0.6069730029843496,0.8378125150430209,1.0291292036153814,0.6965308434470334,0.7340908826910165,0.8821434455965376,1.0463623041838976,0.8987221647549971,0.8678286814532816,0.8955490691070883,1.0699976218466785,0.8394320915157973,0.9644301418989705,0.8152214193609819,0.850934190377674,0.8051698325892583,0.8725586219210548,0.891552383792612,1.0072766907783919
55,31.0,0.7186860530311668,0.9112903686044336,0.8619082088719535,0.7335252797842128,0.9026947607650516,1.0752441939319488,0.882859021980981,0.82068318547532,0.9981319337008078,0.8761686099903717,0.745841622544584,0.8921220636796721,0.8283325338915443,1.0358488928788638,0.7846965160037418,1.0416364607564637,0.8207895209063863,0.8796632981805843,0.8584395971635851,0.9277123019662098,0.8167058083883221,0.8937516983014292
56,31.5,0.7099407535874791,0.9353735910827725,0.9758483128165197,0.6934388435109702,0.9196292416057097,0.931329730721879,0.781851349427519,0.9060986771843367,0.8234140628125196,0.9392222690369394,0.7882604932574658,0.8809434853487712,0.807074091436151,1.2770349055414196,0.7087187733533684,0.9675165058863064,0.8083838768703349,0.829963573379916,0.932130901411455,0.8581189296256833,0.8724432151188565,0.8873694524657116
57,32.0,0.7325847265701053,1.058063007024299,0.860700398641907,0.6931541786299549,0.9360079117033652,0.9313921353007775,0.8249509218105343,0.8326833786806965,1.0060571889219332,0.8721642293777782,0.8487843312527958,0.93971219448038,0.7693638265354509,1.108005011072159,0.7751774318354829,1.0183870553788197,0.6839879807312321,0.8576279056409507,0.8805672812971667,1.0472991061758183,0.972797195716498,0.9811817400372718
58,32.5,0.7034960743320796,1.076245213909208,0.9226136802929583,0.6942460139619778,0.9929516981897466,0.9060804869624114,0.829541762863287,0.7614019481278879,0.9524855748993072,0.8835723018947598,0.788838221696741,0.9230174098100337,0.8170310242354588,1.0745018210962092,0.8731638498820239,1.0042663325657748,0.7592844022673523,0.8867681731319145,0.7660293887790312,1.04912384154805,0.9581608207800068,1.0593027784071527
59,33.0,0.7489792509942954,1.2906317991169813,0.8367035924308076,0.7655045883474688,0.8310531520483688,0.8461006295566948,0.8479511710701173,0.9777830819357892,0.8754941906706865,0.7995642588525086,0.7153285080485509,1.0202222144522284,0.747173339274629,1.2393221086262678,0.8852313733409347,0.8159589137885449,0.7633198512912346,0.8926563272665454,0.8035366645373488,0.9769803803013966,0.9168685748712564,1.019032476114518
60,33.5,0.8015672363458954,0.9354535019957033,0.882997570152727,0.7972227827255358,1.0218084885483425,1.008393641927317,0.7894924894952868,0.843448515342477,0.9666047440526373,0.8088354972696927,0.7207963676201029,0.9659641807472331,0.8170069486453523,1.1745703210833272,0.7552567348439666,0.8715169058584755,0.844742972545955,0.8898814451231388,0.8009789074241564,1.0488288737822964,0.9283914683773099,0.9782683157500224
61,34.0,0.8302998945840524,1.1350456752736557,0.9496004717662072,0.962366756855144,0.9097237465412861,1.0136739588965042,0.8092940884526677,0.7823525426421621,0.9554416729531713,0.7489394140300436,0.8184191645466646,0.9415170664836113,0.8741601993221962,1.261107284424759,0.8172858917203143,0.9933888728446537,0.7692715222550262,0.9301211256799152,0.9072704942307637,0.9018470827883739,0.9020573897494651,1.0284585744428951
62,34.5,0.8007495471383023,1.258249744415859,0.9849910252507057,0.787775061200726,0.8965266155519384,0.949055627492339,0.8364742805564812,0.8205028331796497,0.877009535075195,0.6980394049426157,0.7399981644086971,1.002070849856275,0.8633947834518324,1.1358255615726096,0.8474379984155146,0.9645073950148323,0.8993832917378213,0.8854219228122524,0.9338676814310322,0.9868471815614658,0.8714700225824451,1.0981779148093946
63,35.0,0.8626580016381088,1.3971407766951267,0.9517533116343558,0.8039624893240586,0.93682221533698,0.9295695716036293,0.8012619302879849,0.7506841764878774,1.0932992138589759,0.7444218559915519,0.7968913095123143,0.8993173556809828,0.7931662264529079,1.2193971685313403,0.8458688532568852,1.0057430523103579,0.9141426867510802,0.9079554492786794,0.8739066144193453,1.0540599327661664,0.9159947408136397,1.0837438414507758
64,35.5,0.811489997722902,1.1974704984672215,0.9807544767108647,0.8382990504473773,0.9743008582768439,0.9971264013285341,0.8922123166973668,0.8531541205927873,0.975585408969745,0.6768384830042563,0.7532149435903349,0.9528899307461034,0.7938525567761012,1.19457427194122,0.886122587700338,1.0854008853382573,0.8695783393519679,0.9690535013975484,0.8748074615626896,0.9973176350849111,0.9968060283527236,1.0550037944103394
65,36.0,0.8468082269321159,1.1016874306084659,1.0002548002571348,0.8023473391845949,1.0433284146798214,0.892398315368928,0.8755875223330306,0.7647224513108625,0.8569958360149657,0.7192693736563871,0.7841984840540991,0.9163623246655969,0.8585264219347895,1.0890884626564141,0.9378950466771103,0.9829186904665875,0.8812811932109418,0.9759681194738927,0.84276573204484,1.1208784778647312,1.046524478041076,0.9916420205658699
