,Time (min),nonCore12AvgTot205,nonCore34AvgTot205,nonCore12AvgTot205.1,nonCore12AvgTot205.2,nonCore34AvgTot205.1,nonCore12AvgTot205.3,nonCore12AvgTot205.4,nonCore34AvgTot205.2,nonCore12AvgTot205.5,nonCore34AvgTot205.3,nonCore12AvgTot205.6,nonCore34AvgTot205.4,nonCore12AvgTot205.7,nonCore34AvgTot205.5
18,12.5,0.9549739254598042,0.6154312737398112,0.9117548804045711,0.8707872535398532,0.6576640942789411,0.7851224645412761,0.5758880659816608,0.925566158292348,0.8011841251838783,0.9133625421105445,0.8054688742865767,0.753497856306783,0.931586383208379,0.8245690184223943
19,13.0,0.49708702800170784,0.8947461804869536,0.8787116737373737,0.8874853800008521,0.5620614014047535,0.7283501817515273,0.6884469623166326,1.0757429984788591,0.8425275421341711,1.1995802208162525,0.807687030794068,0.7331505450867157,1.119336692746364,0.8359557158945234
20,13.5,0.6868420335274135,0.6775156713031294,0.8581160688252475,0.6618551948262181,0.8062891107076596,0.7746160210778126,0.7476953416539618,1.0312836429650913,0.8346079523736076,0.9347388549712552,0.7315125715923133,0.6437657707600055,0.945566373330258,0.8199503398703887
21,14.0,0.7745752388378084,0.7300575960292467,0.8040610673096675,0.5966031519019948,0.5627465198277161,0.9196599877676391,0.7031891450412782,1.012820148462633,0.6997072062381863,0.8843034832067768,0.8403606171314398,0.761764986098226,1.049902758554846,0.7020108334912433
22,14.5,0.8189183026830548,0.9399547649199477,0.808851666304229,0.6535238895252006,0.6725349452158409,0.8309875299457716,0.5809150885821592,1.1545980481455498,0.7494662080181534,,0.8007234703614377,0.9867646719493043,0.9881441711004483,0.9906775004427116
23,15.0,0.7550506299122581,0.8655015661361488,0.7631542657443352,0.6694339024965696,0.8793141901692425,0.8598069805013118,0.4845601930364909,0.9350949010731096,0.7393663545041095,,0.7288241501164997,0.9271348878620892,0.7419841415208057,0.8217125141248509
24,15.5,0.7089544184806531,0.7121335924224299,0.7824167422083926,0.6721692352156459,0.8670391614081288,0.5542397098405937,0.782843418817702,0.8816059695584646,0.8023845365741912,,0.9714767567983721,0.8576407571758884,0.8781225802945912,0.7866261202403568
25,16.0,0.8053362567268901,0.8799668069976407,0.8228857251647982,0.7203964968391033,0.934174860775935,0.5343012710877931,0.6199404220249937,0.8169560501727139,0.9349055890456771,,0.9433662210493521,0.7507933308738527,1.3506983455617991,0.8582562534779041
26,16.5,0.6389184936317455,0.6079589761506295,0.7455799415776024,0.8224390054016525,0.7853785199907626,0.5744557639592708,0.6228007628875525,0.899900469216822,0.8695105159144426,,0.9432916713662749,0.7669976418313251,1.0607802059816576,0.8976247866979389
27,17.0,0.7366817296535408,0.4881752618299055,0.767366959087346,0.7003582162217964,0.6196566078970465,0.6760310230851685,0.7359681262152148,0.8098680381148476,0.9586441832783223,,0.831019657760722,0.7439771659188172,1.1063601973018493,1.0214303437621164
28,17.5,0.7723419218193343,0.662184226981145,0.8188954192810158,0.771584996193389,0.585426125792065,0.7481437997210956,0.358042014247649,0.7281719278933296,0.958772670395286,,0.8066136957180247,0.7703773454973079,0.8849585025843352,0.9550623565019087
29,18.0,0.9564973459439898,0.9435021196974108,0.8413240490583132,0.8316754849206913,0.9799632174061762,0.7161285065974594,0.5008365966443765,0.8767938007277075,0.939009633151589,,0.8204397072776505,0.7861034555849855,0.8746153481762677,1.0721662079998522
30,18.5,1.027567350127761,0.6547477718462456,0.8527549591840544,0.6175767396815084,0.8788022375500446,0.5194162942440682,0.44046576113171354,0.8776555682470121,1.0116299333842462,,0.7520624033901446,0.828670393817302,0.960873476889874,1.0943251348993677
31,19.0,0.8990555089558199,0.6901016819607133,0.8675971879901438,0.8205152768264679,0.8565374535807906,0.6602447026282892,0.5785748528984898,0.8996630562087337,0.9118518990932626,,0.6589973576302879,0.8107143355877314,1.0596047031194427,0.7886120501030544
32,19.5,0.9864278323698772,0.7800968192952458,0.8470288756831443,0.7050396315225212,1.1432910714441644,0.6903047352800968,0.4163538865560857,0.7486322150555491,0.8324816067532448,,0.5594474661595441,0.7401844206326191,0.8591496579312604,0.7822304363786771
33,20.0,0.7076884833944258,0.6309696733296067,0.8240598032982864,0.6609413695693946,1.2034386137933608,0.7823205027388251,0.3529108551681658,0.9275486747715022,0.83172980214864,,0.7220520975222241,0.8519138620405294,0.9145090111667303,1.1168164792035313
34,20.5,0.8762410113621122,0.7475382465715258,0.7189824401208186,0.8468017439601216,0.9914694427634974,0.5943855845606586,0.47988073934483355,0.9546362080564553,0.997503879782931,,0.9002653547867756,0.8259394300503639,1.1054338086387314,0.8066944286762947
35,21.0,0.5112155148491843,0.8176754408966037,0.7823107175708036,0.8676250549714934,1.1980751112946546,0.618262076425343,0.66018007597455,1.0244808406476178,0.9534289216608033,,0.8689551609825678,0.7153819071305063,0.9077823025274224,0.8017538663538484
36,21.5,0.6913432647402068,0.6377302920881057,0.7816860908962369,0.9651189012356223,0.9326947532084678,0.8443506861807651,0.6221325424371728,0.8174827126703104,1.027020555399734,,0.6894184058670693,0.7706734604887479,0.9030721468849048,0.9803209568747532
37,22.0,0.6505601391856384,1.0774143409254626,0.8525838058087298,0.9755487551117968,0.9552954774513174,0.8566184865874884,0.5488704602884088,0.9268404269839433,1.0644501364601262,,0.8998589333656805,0.8357929244488005,0.9276337901979138,1.0209443923213444
38,22.5,0.7910691510848389,0.8366043866801272,0.757147618977528,0.9679897480641697,0.9860444714285803,0.8779843708456104,0.47428719176943224,1.0313294979454202,0.9599133781984643,,0.826507018228098,0.9596206231013855,0.9785993309687091,0.9679760484586767
39,23.0,0.7219248868439593,0.836762067427111,0.7883759413313922,0.9343155813459229,0.8477941816730378,1.0534739606816879,0.5525234279222481,0.7988146013476329,1.135759409668896,,0.780425038523709,0.7941028020876785,0.8944799686241887,0.9059022121208659
40,23.5,0.671714772018187,0.8599529609666198,1.0479306602967395,0.9140187260017,1.0672569814971344,0.6670889459010422,0.4653902388871627,0.8820504924302113,0.7473133214152592,,1.0556053147895454,0.7378026561470948,1.0218914756399566,0.7775245238686292
41,24.0,0.666545197576604,0.815321024420023,0.7981432208083421,1.160833084278155,1.0525533526909108,0.8244246060247948,0.5241729698719618,0.924593845306423,1.0767299547180247,,0.6860838510623211,0.7887369244043895,1.0757200826504618,0.7816417047424441
42,24.5,0.9048744854799617,0.8660298971809033,1.0846598013766404,1.0294524464587924,1.4265488430569235,0.6497329290159174,0.416672915325418,0.8373365517950652,0.8889488857682573,,0.8180409745443474,0.808644514189908,1.0283379243007054,0.9394385239727235
43,25.0,0.820047886812923,0.9722105050745214,1.207256755632085,1.05135634895202,1.0818577744927695,0.7745721741563264,0.5815337480900303,0.9127005901831955,0.9185307247602327,,0.690270217868087,0.7451066451052769,1.2042360152952991,0.8909223439681752
44,25.5,0.8302493507053393,0.8681558160643479,0.9391904946928072,0.8430617896518338,0.8933929738369978,0.7073725283550167,0.43665371048287555,0.7859035834050758,0.7979087482946802,,0.7979115554197952,0.9388340271245718,1.0391937623406056,0.7612369261721553
45,26.0,0.7909860069591732,0.7701393088918385,0.8632547468781551,1.0783127486674877,0.9756777044284408,0.77333249605396,0.45985594537373486,0.8620409652273566,0.8442444333654774,,0.9999855606396011,1.114152535781935,0.9109962259560689,0.910985076202907
46,26.5,0.8678963651703054,0.8913206523232056,1.2707138806111253,0.9554587598207746,0.8608077505507082,0.900533252951984,0.4637187858520147,0.7884911000405227,0.936304481294945,1.0905269457948348,0.9886048871086563,0.8511697330993909,1.1376916534656774,0.9117235055100176
47,27.0,0.7540756592264017,0.7992678206733493,0.9102925633187275,0.8070462553574839,0.9285821568647256,0.9463407702007954,0.5865524049906174,0.9136300709218261,0.9239485131723825,0.9496082367358489,0.8585195317418546,0.9476000187961595,1.1653118726023002,0.9143407946377186
48,27.5,0.7707490243863585,0.9034901580256869,0.5722617547038052,0.9311317576267446,1.032066754085836,0.7748762508911003,0.4252963715934247,0.9866772418661753,1.0145132921399362,0.7967451265056592,0.6598428961675278,0.8429100964486326,1.0233388109324792,0.8511336515558028
49,28.0,0.7769656287493711,0.9238451134047265,0.8904906542752804,0.9911917126960759,0.9555072020955827,0.8091408917556596,0.46303829937404417,0.9844131186841896,0.9792467078956282,1.0992145919637135,0.9994632754293865,0.834222331276508,0.9117890366892927,1.0893997217283544
50,28.5,0.9540909663127223,1.0053581369280002,0.9492439475567118,0.882440074547201,0.9354750487615301,0.7770483582157497,0.6872427775195566,0.9451186566024923,0.8894521383406665,0.9035439040696971,1.0189859556648764,0.8708467310112102,1.1794473239900016,0.8921917977219551
51,29.0,0.881586477683383,0.9496125959948246,0.8842483922872911,0.7008738883998743,1.520642796774204,0.8109464901325786,0.689956548212781,0.9456051505834107,0.8728942846085481,1.2316973250001806,1.0757534187949844,0.8903796328607652,1.1346144595204697,1.2699874938475655
52,29.5,0.7367081042677495,0.9482549142108427,0.9355573308903342,0.8531686873970693,1.1745698861961893,0.8151781207212964,0.5117940060572563,1.0535299870368273,0.9319839794785603,0.962039367729464,0.8566995800241501,1.0449800086785512,1.4399393690615696,0.9775743500785804
53,30.0,0.8213829632961297,0.7701964814803662,1.0964998512143116,0.7493043828275169,1.1684720638020358,0.7082402613656332,0.7657192757408972,1.0142302525202194,0.9679183247661403,1.1149429745662953,0.9657339215129734,0.9581117937124767,1.2361021793786076,1.0359059924241447
54,30.5,0.8826968816256113,0.8329093140520242,0.9411598696907845,1.0408922069952913,1.6504720173705067,0.7593646276428991,0.689594706194019,0.9803508733042646,1.097835959510664,0.8530462387338101,0.9551749008421936,0.9555018733689947,1.150740579027737,0.9302040287038649
55,31.0,0.9130310677141898,0.9705084377172246,1.0288939317149923,0.9046318412636628,1.183716636309763,0.7222688750626034,0.7041628549985152,0.9936613322854169,1.0049577169618922,0.9726566119751585,0.9560584263274208,1.0144028613769696,1.0145172431519038,1.0338049897306103
56,31.5,0.9148442473202233,0.9390428474543546,0.9337916145852694,0.7930249480887884,1.0720719037371251,0.7986116206982784,0.6948137403343911,1.073847295522906,1.1622753085999729,0.6801372091161599,0.9313150713724606,0.9756253148744857,1.3517580316608342,1.2525742232224082
57,32.0,0.9725359352148988,0.9766547509632502,0.9963231203295967,0.9421112952477738,1.1435211709574409,0.8258415334685217,0.7116282180372251,0.6969369412644238,1.1352671622120873,0.8422998345636195,1.1434069842568584,1.018804766275781,1.024812273296746,1.0899111543004336
58,32.5,0.7872215655784323,0.8952663232330348,0.9337780706050449,0.8933654155940313,0.9501166927559292,0.8947224888146269,0.658974112196353,0.7453305647809179,1.1514849633210897,0.789478270442293,1.2311013388135856,0.93450289608133,1.253495054712576,1.1103355775584562
59,33.0,0.8448974110385367,0.9544027904925415,0.8099568899075519,0.6643400389281761,1.022137764260257,0.8435417763792866,0.7641931725674525,0.7053616868248963,1.0608683610831209,0.6691656634116252,0.8994158957337866,0.869045515846282,1.2542923658404705,1.035264446050517
60,33.5,1.0080774362468188,0.9275723176511472,1.0139556343532306,0.886817408572542,0.7731649924755258,0.7251507172723763,0.7276894263638415,0.7239114348232533,1.0548036166686408,0.72825776425316,1.079446299289286,0.8552078298146459,1.3444077313140366,0.9405679068749006
61,34.0,0.8941509798444054,1.145095369998605,1.0511234792205792,0.8728821329364637,0.7405661401176639,0.7969353183930995,0.792959622368253,0.8130522162704897,0.9842823380848555,0.8407876150096583,0.7304455555453161,0.9345583884989226,1.2313085159995425,1.0189987124664779
62,34.5,0.8740012571874851,1.0448530360853867,0.9214920358485923,1.1079700038999256,0.7269961960690454,0.7317589191752019,0.8207035613390842,0.8989322229495991,1.137029028644535,0.8702062030123185,0.9525449815377889,0.8603753778366376,1.1170179909544953,1.012170550025826
63,35.0,1.0446889064380187,1.0080817241823252,1.2226015080975052,1.070990688519521,0.9684807736114558,0.7549416887165997,0.7811297731118482,0.8529397655452736,1.1616102945324829,0.9871627722200861,0.9437663194442507,0.904377471497462,1.0459616523348096,1.0535041390052466
64,35.5,1.0921956627271059,1.0739393738040044,1.0395639162072097,1.0510316210834856,0.972039284983755,0.9030714017073667,0.8158612861870363,0.9447428275167098,1.0089255686067848,0.8956688101575292,0.981031132221151,0.7539857794528158,1.274492432532915,1.0438414902496467
65,36.0,1.0232512742904527,1.0904172439859627,1.3086129571831926,1.0479093049555306,1.0258491670689809,0.8855797296373461,0.8332989904970041,0.9416705714275937,1.086162292946829,0.725300173797083,0.911789729723872,1.0218078004739841,1.2515912963322757,0.8061855545374138
66,36.5,0.9452911663167916,0.9240502834294895,1.0634863731748088,1.106470040295392,1.054036099990278,0.7663928053131008,0.8379338108592703,0.8906217050341132,0.9910231545656257,0.7616835225239165,0.994309255806333,1.0264654687273678,1.1412381925707782,1.0071693165273603
67,37.0,1.0369971252439272,1.016709980697364,1.0406982510591376,1.1565882269756484,1.2264987900200255,0.9644150003365888,0.8369283435044554,0.9216135268937955,0.9245124145925828,0.7830058559073109,0.9376038796388431,1.15205298440046,1.1792532622460044,1.1416940692774862
68,37.5,1.0765606225426536,0.9473959152156387,1.1410973505653217,1.2285863393500571,0.9360331306924684,0.8420078378679118,0.8499046772597795,0.8700331194698436,0.9831246950465341,0.7826023780094025,1.1007924368447983,0.9514431792643616,0.7710364356283874,1.0682983690168664
69,38.0,0.9503875173892675,0.8815291119199136,1.1017470138812187,0.9354464755478018,1.3327372400013464,0.8531975223406197,0.8426031095975332,0.7647126381265432,1.0054863549989324,0.8225894983587225,0.8486406918886823,0.8897857478608363,1.1245099583987634,0.993638007273038
70,38.5,0.9499620215556467,0.9532251235594593,1.144984400847392,0.8405988154590969,0.6036924820107757,0.8100803050154055,0.8478029368946375,0.8958109732619683,1.026421615133404,0.9646428259105111,0.8366263930274628,1.0199252258593796,1.0147051493030423,1.168211852320471
71,39.0,0.9413561354229154,1.1308747240248391,1.3368256748377159,0.8327251327048534,1.0881845473666274,0.8175770986684502,0.8690821831244013,0.8227952871495411,1.0149095279557625,0.8343131886199723,0.9628735610760333,0.9683222997075196,1.137943056790492,1.1606248746872425
72,39.5,0.9466285635979479,1.0043254066235576,1.4703320889344764,1.01018170442477,1.1765838700584823,0.7639353536730756,0.8364738497348404,0.8717029834867488,0.9505647766331445,1.0725239634123618,0.8400097608290004,0.9004232019154408,1.0783466465025162,1.0845891972046109
73,40.0,1.1161587894201723,1.0032943961234355,1.1915452510357696,0.9886061724011886,1.149103139547348,0.877772010278158,0.8911278676020242,0.897697651042442,1.085414819277325,1.0604338706984384,1.0123908599088396,0.8415754507954964,1.188744525329586,1.226334604019179
74,40.5,0.9875244239653422,1.0129549995326657,1.2536677422193696,0.998010132562227,1.2523170543524358,0.8499755222839821,0.766736894375843,0.9069368904011499,0.8482685440228642,1.0262073094960105,0.8604028987860987,0.998337568204069,1.162416570521226,0.9605280303620888
75,41.0,0.9008340603974307,0.9546576710250806,1.2234982981180103,0.9056376965950288,1.1277093341233084,0.7116140482013706,0.8731967117498421,0.8470270269103806,0.9830018671311269,1.010987117209311,1.042682695000088,0.8988473484923678,1.2082104578238781,1.3767997393690552
76,41.5,1.198289535910791,0.9031798868415544,1.2329402726392416,1.095909589598444,1.0401328442064905,0.8134371043174148,0.8568781734111924,0.9289745752425907,0.8775964822570395,0.9060461689553897,1.0547930891438644,0.9139458554432655,1.2126396537476023,1.2738210334140243
77,42.0,0.9577910604772017,1.0323037181222152,0.9715193867439013,0.9540498019677863,1.2775671547753358,0.8467076755201922,0.797690171762091,0.9060557780722418,0.8397309634062301,0.8896559553554211,1.0693612314921264,0.9167199968244575,1.1500891648527447,1.1524725886521572
78,42.5,1.1143303246884555,1.0375430750320287,1.012399347415601,1.0177998194489257,1.1785686516693954,0.7955472992661315,0.8471170697164556,0.9114563526033984,0.7891369994903628,0.822589873286203,0.9424770214420453,1.078502595860446,1.27704297757843,1.1528714966364146
79,43.0,1.0184302543032044,0.8922160881969784,1.0775766486678142,1.0960706494667487,1.1689846735731515,0.8285474660934404,0.9509678021626183,0.982994842832779,1.1156287014831157,0.7080200945565529,1.1731268951961131,1.0547913538585632,1.065749445115476,1.060429527407716
80,43.5,1.0293359283041839,0.9853159543075709,1.0547067649267037,1.1650366620726496,1.038630662625886,0.6695113941908883,1.0420392676278043,0.9652054869923196,1.0088553052495157,0.7156768046494415,1.1456185237960002,1.0912213496340866,1.128908640720287,1.1918410579951892
81,44.0,1.0550407981526932,0.8609484215569388,0.7531480599771366,1.0834356696385268,1.0737582850908993,0.7605096853564761,0.9446414844271357,0.946597985723966,1.0216748243685931,1.0131715413950413,1.0953176029734375,0.8751728182098217,1.068113338238113,1.2084723336827954
82,44.5,0.9321708048571296,0.979411724167182,0.8759533113917589,1.0805615000407978,1.109801721031211,0.7524430500869056,0.978171554129302,0.8875511099177017,1.0749925781800649,0.8594290109565231,0.8845837316966918,1.012874623645911,1.0442826387201076,1.3864983135053317
83,45.0,0.9842305988296453,1.0784163940353437,1.2209890362400024,1.0674166666832334,1.0535532665871916,0.8173100148035067,0.9218726629295779,0.9312831839170186,0.9680354523375149,0.9351875074229509,1.1823240601952112,1.1097354893908802,1.1584438760561655,1.22476633851681
84,45.5,0.9753719735110066,0.9822432615293977,0.9406679520257957,1.0633149450661405,1.055752595010695,0.805629931706064,0.9033895145941645,0.9172099473457626,0.9621451047307512,0.8477752746135919,0.9848627817855818,1.0617342153533513,1.299798541780945,1.227226223478191
85,46.0,1.0063568835895373,0.9199739390265744,0.7718837302392489,1.0892036917718984,1.3217940804295814,0.8458980263467535,1.0357405492156584,0.7831481515477113,0.8340003067060553,0.9901830308074588,1.0493726017800773,1.1366821499211113,1.0502452407183753,1.3702479597437176
86,46.5,0.9746875135623426,1.068192977574567,1.0242424967923627,1.0809439916009786,1.058411113780665,0.7622088677653955,0.8599941181905735,1.027470656123432,1.120981312242943,0.8048930934366509,1.149385305427613,1.0811108661616675,1.0910472156243642,1.3750056202100305
87,47.0,0.9916967132358537,1.0111053122236013,1.0445743271146712,1.1526519102863355,1.0559036271723405,0.7858499021709763,0.9361000731332386,1.026482267856755,0.9487202443649305,0.9892865527136298,1.1913311263083584,1.1361093420530401,1.121696295545188,1.2419270026887403
88,47.5,1.0250741614448353,1.1378453382021865,1.0986680001450042,0.9973260955687456,0.6913139021892865,0.7018329448688599,0.939327873762662,0.8621032238515923,1.1199156585475991,0.9813806470556898,1.1545257253889274,1.0254745147720346,1.0104380170894753,1.1657631923733531
89,48.0,1.0388221980150691,1.1397915804889263,1.0647007267954272,1.1145452220880672,0.7957057219330064,0.7741707831699233,0.979253530558559,0.8914776556161966,1.0184085464711543,0.9597145244834353,1.2352512526645594,1.038185917172381,0.9815292799270237,1.1865798070784028
90,48.5,0.9505433017498934,1.0759827784007532,0.7953690652218225,0.9904575610546931,1.109356556404611,0.8669888252740514,0.9736229025626195,0.9837239855494245,1.3840451999344576,1.0260777162120724,0.8596767729851225,0.8842309745177971,1.3042035388406727,1.26475341272038
91,49.0,1.131599478170043,1.1366183209571747,0.6959895724927548,1.089971176771583,0.71209506433919,0.9115899294732056,0.9143202145559927,0.9165039383189367,0.8751621701530518,1.0104798872262697,0.9411705800282072,0.8868739231495395,1.0744521432203031,1.269333870790636
92,49.5,1.1383958149323474,1.0743341092814793,0.6425022165025449,0.98356344310854,0.6910051854939442,0.8643928089256874,0.9437292564473195,0.9078370128175828,1.1042848603313238,0.8884871231579674,0.9915120585882004,0.8986088870184662,0.8752547696838199,1.3395912325751334
93,50.0,1.1417791419627716,1.0202861643029693,0.7664272418993399,0.8587009453612167,0.7180052117124327,0.744079275802558,0.9813309731875273,0.7982817664328415,1.1053327207654282,0.9777663536501925,0.9342720257671907,0.9561277355156287,1.0117991777197821,1.5086636603743535
94,50.5,0.8601335223779526,1.025775807316562,0.7715615605318448,1.0268762028528962,0.9231463788411195,0.7957243575551355,0.9509636274213588,0.8870854045956466,0.9617557689555105,0.9876092626465595,1.1532755730189068,1.129920266700947,1.0709141620334528,1.3287053053069258
95,51.0,0.8932039710168137,1.1115019113494642,0.735564565764241,1.0506125786883125,0.8515594310137579,0.8182759013370514,0.9418437583028445,0.9383099579746406,1.0951194236934643,0.9710099495528255,0.9529363969822822,1.0487649339152827,0.9856530009354209,1.1644366108346098
96,51.5,1.0800857794434693,1.0995849236305537,0.8068996076392929,0.9399397369822504,0.5989477022636562,0.7673921033360268,0.9831201965401352,0.8785970994686099,1.154151294704514,0.8038400185397266,0.9006549899054379,0.9617995089119343,1.1400206081762667,1.4805421058281971
97,52.0,0.9138029506436245,0.9379798167382986,0.8051023962598656,0.9806598113246084,1.0797247911599737,0.7453354515839554,0.9718892680632389,0.8833217740269658,0.9902769862301857,0.7733144267854979,0.9868713649970725,0.9518634984434098,1.2088124851226916,1.3700376864059005
98,52.5,0.9812172145997552,1.1067403006242666,0.9227518293028877,1.0002523720077579,0.825827215414374,0.8509270416815273,0.9319960978925617,0.8867785063926334,0.974472564189902,0.8384591805394642,0.9964661323470695,1.179247189237997,0.8638247547593789,1.3190271505456856
99,53.0,1.07575129304785,0.9837520496071349,1.048729724729583,0.9693402859545593,0.9677499452685292,0.8149375696562879,0.9549076015408526,0.8497200696151215,0.9787339421264912,0.7896162971820079,0.9949800246153603,1.1019142564616269,1.107892890574939,1.4811507636955166
100,53.5,1.0780736360847984,1.0400700647584882,0.919852741660065,0.9592533268666686,1.0832279047980304,0.7983549040362454,1.0369878474250636,0.9493739705313482,1.1337025455332799,0.707763533835077,0.9018876914931815,1.0713710628414341,0.9223610572853566,1.463204748535629
101,54.0,1.1628332035080264,1.1719316590326507,0.8793104177101052,1.014494427308341,1.0617530881747772,0.8222448634564945,0.997853265702545,0.9861377999282287,0.9616562718503453,0.7963546572518864,0.9677293411913405,1.0520320011254192,1.012808406456842,1.4037004259156287
102,54.5,1.0080570916353118,0.9110207136501043,0.7497399659836539,0.9567711858317287,1.1095955868441074,0.8448978100798782,0.9637171815186145,0.969989330232839,1.042312193127573,0.6803173030923232,0.913028093525507,1.0508085535742475,1.0077157085608561,1.4401364039151108
103,55.0,1.1976111268236571,0.9172714688064834,0.6411093294122711,0.8993625377546549,1.0716387791220647,0.8833971362162846,1.0086028790289294,0.944699914974001,0.8856632565452316,0.5612802307993005,0.9509974498168418,1.065000106400009,0.7917273003120383,1.5437952379248727
104,55.5,1.0465615432619761,0.9504017340329526,0.5796223054043812,0.9843894526894745,1.0042043173746777,0.83680405852098,0.9577501799356976,0.8858435791795696,0.775720680666633,0.7697172718115401,0.9102270562684837,0.9486503884934662,0.8810696580478193,1.4532873693574602
