,time_min,Pom121,Nup153,Nup107,Seh1,Nup205,Nup93,Nup62,Nup214,TPR,Nup358
23,11.5,22.235723917652358,29.186266597520103,27.138290974016847,23.7774545381873,14.458284766464983,35.419111422278355,30.98480620817041,7.174180537506864,1.9350260263103234,1.5706807762920465
24,12.0,22.349636437722296,29.305272781403975,27.654596153070678,24.337270692122317,14.843615646683633,36.95300994844001,32.47804988085332,7.647411443674863,2.404123244809796,1.7124783463739675
25,12.5,22.44076645377825,29.42427896528785,28.106363184742776,24.838158829853647,15.1619324607773,38.30098138052147,33.83130195922221,8.10171311359614,2.9514033330591802,1.8542759164558884
26,13.0,22.509113965820212,29.48378205722979,28.49359206903315,25.28011895138129,15.42998872527723,39.41654394500268,35.09122630804841,8.537085547270701,3.5573205736209985,1.9960734865378094
27,13.5,22.577461477862176,29.543285149171723,28.848551879632655,25.692615064807097,15.647784440183424,40.39266118892374,36.16449519778926,8.95352874469854,4.241420683932729,2.148778562010647
28,14.0,22.623026485890154,29.573036695142694,29.1712426165413,26.04618316202921,15.815319605495878,41.22933311228464,37.191100222758756,9.369971942126378,4.984157946556894,2.301483637483485
29,14.5,22.645808989904143,29.632539787084628,29.42939520606821,26.34082324304764,15.96610125427709,41.926559715085396,38.077713653414236,9.767485903307499,5.765986644056015,2.443281207565406
30,15.0,22.66859149391813,29.632539787084628,29.68754779559513,26.60599931596423,16.08337586999581,42.53082277084606,38.87099935452704,10.146070628241896,6.606452493867569,2.5959862830382434
31,15.5,22.691373997932118,29.6622913330556,29.913431311431175,26.871175388880815,16.183896969183284,43.04212227956661,39.57095732609715,10.524655353176296,7.4469183436791235,2.759598863901999
32,16.0,22.714156501946107,29.692042879026566,30.10704575357636,27.077423445593716,16.250911035308267,43.46045824124706,40.22425143289592,10.865381605617255,8.326475628365634,2.9123039393748367
33,16.5,22.714156501946107,29.692042879026566,30.268391122030682,27.283671502306618,16.334678617964492,43.83231242940746,40.784217810152015,11.206107858058212,9.186487195614667,3.065009014847675
34,17.0,22.736939005960096,29.692042879026566,30.429736490485002,27.460455550917676,16.38493916755823,44.157684844047814,41.297520322636764,11.546834110499173,10.026953045426222,3.217714090320512
35,17.5,22.736939005960096,29.721794424997537,30.55881278524846,27.607775591426893,16.435199717151967,44.43657548516811,41.764158970350174,11.849701890446694,10.828327460362821,3.3704191657933498
36,18.0,22.736939005960096,29.721794424997537,30.687889080011917,27.755095631936104,16.46870675021446,44.66898435276837,42.184133753292244,12.152569670394213,11.61015615786194,3.534031746657105
37,18.5,22.75972150997408,29.721794424997537,30.816965374775375,27.90241567244532,16.50221378327695,44.85491144684857,42.55744467146297,12.436508214095012,12.352893420486105,3.686736822129943
38,19.0,22.75972150997408,29.721794424997537,30.913772595847966,27.990807696750846,16.535720816339442,45.04083854092877,42.884091724862365,12.701517521549093,13.036993530797837,3.8394418976027804
39,19.5,22.75972150997408,29.721794424997537,31.01057981692056,28.10866372915822,16.569227849401933,45.226765635008974,43.16407491349041,12.947597592756452,13.662456488797131,3.9921469730756187
40,20.0,22.75972150997408,29.721794424997537,31.107387037993153,28.19705575346375,16.58598136593318,45.31972918204907,43.444058102118454,13.193677663963808,14.248828011921471,4.133944543157539
41,20.5,22.75972150997408,29.721794424997537,31.17192518537488,28.285447777769278,16.602734882464425,45.45917450260922,43.7240412907465,13.439757735171169,14.77656238273338,4.286649618630378
42,21.0,22.75972150997408,29.751545970968504,31.23646333275661,28.37383980207481,16.61948839899567,45.55213804964932,43.91069674983186,13.666908570131808,15.265205318670331,4.4284471887122985
43,21.5,22.75972150997408,29.751545970968504,31.30100148013834,28.432767818278492,16.636241915526917,45.64510159668943,44.14401607368856,13.875130168845727,15.695211102294847,4.581152264185135
44,22.0,22.78250401398807,29.751545970968504,31.365539627520068,28.521159842584023,16.652995432058162,45.73806514372953,44.33067153277393,14.064422531312928,16.105671168481884,4.722949834267056
45,22.5,22.78250401398807,29.751545970968504,31.430077774901793,28.580087858787707,16.652995432058162,45.78454691724958,44.470663127087946,14.272644130026848,16.45749408235649,4.864747404348978
46,23.0,22.78250401398807,29.751545970968504,31.46234684859266,28.63901587499139,16.669748948589408,45.87751046428968,44.65731858617332,14.443007256247329,16.770225561356135,4.995637469039981
47,23.5,22.78250401398807,29.751545970968504,31.526884995974388,28.668479883093237,16.68650246512065,45.92399223780973,44.79731018048734,14.613370382467807,17.04386560548083,5.137435039121902
48,24.0,22.78250401398807,29.751545970968504,31.559154069665254,28.72740789929692,16.68650246512065,45.97047401132978,44.890637910030016,14.783733508688286,17.297959932168045,5.268325103812907
49,24.5,22.78250401398807,29.751545970968504,31.59142314335612,28.786335915500608,16.68650246512065,46.01695578484983,45.03062950434404,14.935167398662045,17.53250854141778,5.39921516850391
50,25.0,22.78250401398807,29.751545970968504,31.655961290737846,28.81579992360245,16.703255981651896,46.06343755836988,45.12395723388672,15.086601288635805,17.727965715792557,5.530105233194914
51,25.5,22.78250401398807,29.751545970968504,31.68823036442871,28.845263931704295,16.703255981651896,46.10991933188993,45.21728496342941,15.238035178609564,17.90387717272986,5.650087792495001
52,26.0,22.78250401398807,29.751545970968504,31.720499438119575,28.87472793980614,16.703255981651896,46.10991933188993,45.310612692972086,15.370539832336606,18.079788629667163,5.780977857186005
53,26.5,22.78250401398807,29.751545970968504,31.75276851181044,28.90419194790798,16.720009498183142,46.156401105409984,45.40394042251477,15.503044486063644,18.21660865172951,5.900960416486092
54,27.0,22.78250401398807,29.751545970968504,31.75276851181044,28.933655956009822,16.720009498183142,46.20288287893003,45.49726815205745,15.635549139790683,18.333882956354376,6.0100354703952625
55,27.5,22.78250401398807,29.751545970968504,31.785037585501307,28.963119964111666,16.720009498183142,46.20288287893003,45.54393201682879,15.749124557271005,18.451157260979247,6.13001802969535
